id, ime pesmi, billboard, id-izvajalec, popularnost, vrsta projekta
3e9HZxeyfWwjeyPAMmWSSQ, thank u. next, ('Thank U, Next', 'Ariana Grande'), {'66CXWjxzNUsdJxJ2JdwvnR': 'Ariana Grande'}, 86, samostojen projekt
7wBJfHzpfI3032CSD7CE2m, STARGAZING, ('Stargazing', 'Travis Scott'), {'0Y5tJX1MQlPlqiwlOH1tJY': 'Travis Scott'}, 77, samostojen projekt
3oDkdAySo1VQQG0ptV7uwa, Lean Wit Me, ('Lean Wit Me', 'Juice WRLD'), {'4MCBfE4596Uoi2O4DtmEMz': 'Juice WRLD'}, 77, samostojen projekt
2jt2WxXMCD4zjACthkJQVE, The Ringer, ('The Ringer', 'Eminem'), {'7dGJo4pcD2V6oG8kP0tJRR': 'Eminem'}, 73, samostojen projekt
2gsNpSn7VvvJuSrIDfRoYy, Kamikaze, ('Kamikaze', 'Eminem'), {'7dGJo4pcD2V6oG8kP0tJRR': 'Eminem'}, 70, samostojen projekt
2XTquzYQAdT1Hk78bOUwsv, Greatest, ('Greatest', 'Eminem'), {'7dGJo4pcD2V6oG8kP0tJRR': 'Eminem'}, 70, samostojen projekt
3qN5qMTKyEEmiTZD38BNTT, I'm Upset, ("I'm Upset", 'Drake'), {'3TVXtAsR1Inumwj472S9r4': 'Drake'}, 73, samostojen projekt
0evt4UZbdhnHtcAnxkm6A1, Normal, ('Normal', 'Eminem'), {'7dGJo4pcD2V6oG8kP0tJRR': 'Eminem'}, 66, samostojen projekt
60Z57Wdrn0pEVpHI7d7GAX, Stepping Stone, ('Stepping Stone', 'Eminem'), {'7dGJo4pcD2V6oG8kP0tJRR': 'Eminem'}, 67, samostojen projekt
08bNPGLD8AhKpnnERrAc6G, FRIENDS, ('Friends', 'Marshmello & Anne-Marie'), {'64KEffDW9EtZ1y2vBYgq8T': 'Marshmello', '1zNqDE7qDGCsyzJwohVaoX': 'Anne-Marie'}, 82, sodelovanje na projektu
4eWQlBRaTjPPUlzacqEeoQ, Never Be the Same, ('Never Be The Same', 'Camila Cabello'), {'4nDoRrQiYLoBzwC5BhVJzF': 'Camila Cabello'}, 75, samostojen projekt
0JP9xo3adEtGSdUEISiszL, Moonlight, ('Moonlight', 'XXXTENTACION'), {'15UsOTVnJzReFVN1VCnxy4': 'XXXTENTACION'}, 84, samostojen projekt
33b2wX9d0kxqxhi7lcsC1A, Unica, ('Unica', 'Ozuna'), {'1i8SpTcr7yvPOmcqrbnVXY': 'Ozuna'}, 72, samostojen projekt
7AFASza1mXqntmGtbxXprO, changes, ('Changes', 'XXXTENTACION'), {'15UsOTVnJzReFVN1VCnxy4': 'XXXTENTACION'}, 82, samostojen projekt
7rC5Pl8rQSX4myONQHYPBK, Mob Ties, ('Mob Ties', 'Drake'), {'3TVXtAsR1Inumwj472S9r4': 'Drake'}, 73, samostojen projekt
2QZ7WLBE8h2y1Y5Fb8RYbH, In My Blood, ('In My Blood', 'Shawn Mendes'), {'7n2wHs1TKAczGzO7Dd2rGr': 'Shawn Mendes'}, 81, samostojen projekt
70khXICDeTTxgYtw3EysKH, sweetener, ('Sweetener', 'Ariana Grande'), {'66CXWjxzNUsdJxJ2JdwvnR': 'Ariana Grande'}, 71, samostojen projekt
0WdR2AyLW1Drd3OUdwezM0, everytime, ('Everytime', 'Ariana Grande'), {'66CXWjxzNUsdJxJ2JdwvnR': 'Ariana Grande'}, 70, samostojen projekt
1xWH8zYtDeS9mW1JJG23VZ, R.E.M, ('R.E.M', 'Ariana Grande'), {'66CXWjxzNUsdJxJ2JdwvnR': 'Ariana Grande'}, 70, samostojen projekt
14kYOiFVPb7E7NfFbqhdln, goodnight n go, ('Goodnight N Go', 'Ariana Grande'), {'66CXWjxzNUsdJxJ2JdwvnR': 'Ariana Grande'}, 70, samostojen projekt
0XOnMqLQDO89iAg7dWWwnG, pete davidson, ('Pete Davidson', 'Ariana Grande'), {'66CXWjxzNUsdJxJ2JdwvnR': 'Ariana Grande'}, 67, samostojen projekt
1e4rwBPVI32vZtTJu7mJ4J, Chun-Li, ('Chun-Li', 'Nicki Minaj'), {'0hCNtLu0JehylgoiP8L4Gh': 'Nicki Minaj'}, 71, samostojen projekt
2Yl4OmDby9iitgNWZPwxkd, Be Careful, ('Be Careful', 'Cardi B'), {'4kYSro6naA4h99UJvo89HB': 'Cardi B'}, 71, samostojen projekt
1xYpVRspgaLxdJLOTQkTjg, STOP TRYING TO BE GOD, ('Stop Trying To Be God', 'Travis Scott'), {'0Y5tJX1MQlPlqiwlOH1tJY': 'Travis Scott'}, 69, samostojen projekt
27a1mYSG5tYg7dmEjWBcmL, CAN'T SAY, ("Can't Say", 'Travis Scott'), {'0Y5tJX1MQlPlqiwlOH1tJY': 'Travis Scott'}, 74, samostojen projekt
20MuVazoNMv6xjKPnRFOxG, WAKE UP, ('Wake Up', 'Travis Scott'), {'0Y5tJX1MQlPlqiwlOH1tJY': 'Travis Scott'}, 76, samostojen projekt
4SZepBIPDRwPaHIjAKwRDb, R.I.P. SCREW, ('R.I.P Screw', 'Travis Scott'), {'0Y5tJX1MQlPlqiwlOH1tJY': 'Travis Scott'}, 68, samostojen projekt
